Authors,Title,Publication,Year,Link,Paper ID,Abstract,coincidences
"['Sukhjit Singh', 'Agnieszka Elwertowska', 'Agnieszka Pukacz', 'Raghad Nedal Ali', 'Kiran Mankame', 'Paulina Valle']",AstroCognita: Advanced Neural Monitoring and Radiation Protection System for Deep Space Exploration,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/81757/,81757,"During long-distance travels to other exoplanets, astronauts will be subjected to large amounts of cosmic radiation from the external environment. Exposure to such may result in the development of diseases such as Alzheimer’s, Parkinson’s disease, etc. in the bodies of astronauts. These diseases often affect the cognitive capacity of humans, affecting their ability to perform day-to-day operations, and affecting the neural patterns of astronauts. Also, the psychological distress caused due to long-distance travel may also result in depression, affecting the day-to-day performance of astronauts during their missions. This paper introduces a neural monitoring system, housed within a specially designed helmet, aimed at assessing and safeguarding the cognitive health of astronauts during extended space travel. The system incorporates AI and machine learning algorithms, seamlessly integrated into the spacecraft's interface, to analyze real-time neural patterns. This innovative approach not only provides early detection of potential cognitive issues or psychological distress but also informs spacecraft design improvements, enhancing radiation shielding capabilities. The integration of advanced technologies not only prioritizes astronaut well-being but also optimizes mission planning and decision-making processes for safer and more successful long-distance space exploration. The data collected from the helmet would enable scientists to develop space suits and spacecrafts which can shield the astronauts against the radiation.",2
"['Erin Kennedy', 'Audrey Derobertmasure']",Atmosphinder Robot - Testing and Results at the Mars Desert Research Station,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/87267/,87267,"Atmosphinder’s mission is to investigate the geomorphic processes of seasonal eruptions in the south polar region of Mars to determine their role in the climatic system and dust storms. A prototype robot was created and tested at the Mars Desert Research Station during a two week analogue astronaut mission. Atmosphinder’s design is a singular wheel with sails extending from the side faces to harness wind for passive propulsion, with the electronics sensor payload bay located internally along the central axis. The robot underwent quantitative and qualitative testing during 7 extravehicular activities (EVAs) in locations analogous to the south polar region of Mars. By the end of the mission, Atmosphinder had accomplished: 1) 100 meter unassisted roll as propelled by the wind; 2) Operation of the robot from analogue astronauts fully donned in spacesuits displaying coloured card combinations to the embedded computer vision system; 3) Sail trim control responding dynamically to present anemometer readings. Geological features analogous to the south polar region of Mars were observed at the EVA testing locations including: areneiform patterns, south polar layered deposit, sediment ejecta, and jet vent fractures. The teamwork of the analogue astronaut crew was instrumental to Atmosphinder’s success during the mission. The key insights derived from the plethora of testing and work conducted demonstrates the value in pursuing the idea further towards a higher fidelity prototype. The results from Atmosphinder’s testing at the Mars Desert Research Station indicate the applicability of a passively wind propelled rover for science and exploration.",1
"['Andrea Delfini', 'Paolo Marzioli', 'Lorenzo Frezza', 'Roberto Pastore', 'Fabrizio Piergentili']",Atomic Oxygen and UV radiation synergistic ageing effects on solar arrays of Sapienza University of Rome LEDSAT cubesat,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/89141/,89141,"In the last decade, in the vision of miniaturization of Space Systems and Spacecrafts, the design and manufacturing of cubesat have assumed a primary importance for their capability to test new technology at low cost and weight, without leaving aside innovation, reliability and sophisticated payloads. If the aim of such a trend is to assure high quality and an increasingly longer operational life, the effects of the Space Environment, especially Atomic Oxygen and UV radiation, cannot be ignored. Atomic Oxygen and UV radiation are, indeed, two of the main degradation factors of space systems performances in LEO environment. The Knowledge of performance degradation can help researchers find protective methods to extend the operational life of satellites in LEO environments.
In the present work, a Space Environmental characterization of solar arrays, used by S5Lab and Space Systems Laboratory of Sapienza University of Rome during the last LEO cubesat mission, LEDSAT, was carried out, exposing the solar arrays to Atomic Oxygen and UV simultaneously, to evaluate the synergistic effects of such harsh conditions.  In order to apply the right Fluence of Atomic Oxygen to the sample, the LEDSAT orbital parameters and lifetime were considered and used for the calculation with the SPENVIS software. The efficiency of solar arrays was analyzed before and after the exposure, to get information about the degradation due to the Atomic Oxygen and UV radiation and eventually correlate the ground test experimental data with the flight data.",1
"['Daniele Florenzano', 'Valentina Sumini', 'Roberto Naboni']",Automated design and additive construction of regolith-shielded lunar habitats,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/88160/,88160,"The goal of establishing sustained human settlements on the lunar surface poses unprecedented challenges and necessitates a sustainable approach to space exploration that minimises dependence on Earth's resources.

This necessitates the automation and gapless integration of design and construction processes to provide habitats that respond to mission-specific requirements. Design criteria include maximising In Situ Resource Utilization while considering human factors, such as the psychological and physical well-being of the crew.

Computational design of lunar habitats and construction robotics play a crucial role in conceiving flexible lunar settlements responsive to site-specific conditions. This research delves into adaptive robotic 3D printing, space-driven site planning, and habitat design. The primary contributions of this study encompass the development of a Class II-III habitat design workflow that incorporates radiation shielding through regolith-based shells and a mission-oriented site definition.

The proposed design workflow seamlessly integrates mission objectives, duration, crew size, and activities with landing site conditions, thereby defining the settlement’s functional and spatial layout. The habitat design explores innovative material and energy-efficient radiation shielding possibilities. In this context, an experimental investigation was conducted to simulate the automated robotic fabrication of on-site 3D printing of structural elements using lunar regolith as scaffolding and construction material, effectively serving as inert radiation mass. This experiment is a terrestrial proof of concept for regolith-based 3D printed radiation shielding on the lunar surface.

The reduction in resources transferred from Earth, coupled with the automation of environment-aware construction, showcases the potential for digitally fabricated structures in extreme lunar environments without extensive support infrastructure. By leveraging computational design and robotics, this approach ensures the adaptability and resilience of lunar architectures, addressing the multifaceted challenges of the lunar environment. The goal of reducing Earth-dependency through ISRU-based construction technologies, and the increased human capability for permanent settlement on the Moon and Mars based on site and planetary-informed design strategies, highlights a new paradigm for the development of innovative solutions to enable the extended permanence of humanity in space.",2
"['Andrea Colagrossi', 'Andrea Brandonisio', 'Michèle Lavagna']",Autonomous Fault Management in Attitude Determination and Control Subsystems: Hardware and Processor in the Loop Testing,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/91025/,91025,"This paper introduces an autonomous fault management architecture, integrated with the Attitude Determination and Control Subsystem (ADCS) for small satellites. The proposed approach is intended to be executed in on-board processors with limited computing resources, while guaranteeing a good reliability of the platform ensuring robustness to failures and anomalies. In fact, despite the great advances in small spacecraft maturity, their components still suffer frequent breakups that may lead to loss of controllability and, in the worst cases, to the loss of the entire mission.

The fault management functions are directly connected to sensors and actuators data, which are continuously processed to estimate and detect anomalies in the hardware behaviour. Spikes, erratic trends, drifts, step biases, data losses, hardware stuck, thermal and power anomalies can be detected with low computing and memory resources. Then, the failure detection event triggers an isolation routine that immediately excludes the anomalous component from the subsequent ADCS processing. This process runs in parallel with the determination and control tasks, with allocated timing budget to avoid delays and interruptions in pointing control. The isolation functions are designed to recover the anomaly in the component while minimizing the false positive in failure detection. The entire fault detection, isolation and recovery process is transparent for the ADCS, since the excluded component is seamlessly substituted with a redundant hardware element or with an alternative software processing. Indeed, in the proposed fault tolerant ADCS, the fundamental pointing modes can be achieved with multiple software alternatives associated to different hardware components. In case several failures have occurred, and no resource is left, the fault management functions ask for a transition to a simpler available determination and control mode.

The seamless fusion of the ADCS blocks with fault management functions provides a holistic solution to the challenges posed by the determination and control subsystem. The integrated architecture is designed to autonomously recalibrate and reconfigure after encountering failures, showcasing fault tolerance at both the determination and control levels. In addition to theoretical discussions, the study presents test results, validating the performance of the integrated system at hardware-level. The validation and verification of the proposed method is achieved through real-time flat-sat testing, ensuring the fused architecture not only meets stringent design requirements but also performs reliably in representative hardware, with real sensor and actuators telemetries.",1
"['Enrico Belloni', 'Francesco De Cecio', 'Michèle Lavagna']","Autonomous Guidance, Navigation, and Control for Close Formations through Sequential Convex Programming and Inter-Satellite Ranging","IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/90959/,90959,"A trending topic for future space missions is to distribute complex tasks among several agents, instead of relying on large monolithic spacecraft. A typical scenario of such an approach is represented by in-orbit assembly or interferometry-based missions like distributed antenna systems or telescopes. In these scenarios, the acquisition and maintenance of the formation geometry becomes a critical aspect to be addressed that cannot be solved with traditional ground-based techniques. Hence, the development of novel and autonomous guidance, navigation, and control techniques plays a driving role in enabling these new mission concepts.  

The usual approach to research on the topic is to treat guidance and control separately from navigation. However, this practice requires the formulation of several assumptions on expected state estimation accuracies and may lead to an oversimplification and incomplete understanding of the problem. In this paper, distributed algorithms are explored to accomplish both tasks in an organic and cooperative manner, trying to investigate all the key challenges of the problem.  

Therefore, an innovative strategy for the relative state estimation and control of large spacecraft formations is proposed, based on a convex model predictive control strategy and radiofrequency navigation via inter-satellite link. More in detail, the guidance and control of the distributed system are addressed with sequential convex programming techniques that allow the computation of optimal control profiles for the formation considering goal-oriented objectives and safety-related constraints in a computationally efficient algorithmic routine. On the other hand, the selected navigation technique exploits a radiofrequency network architecture established between agents based on code division multiple access. Both range and range-rate measurements are obtained through a GNSS-like signal transmitted by each agent. Employing multiple receivers, line of sight estimates can be also retrieved. Moreover, this network can be used as a time and data distribution system, useful for mission scientific objectives. A real-time estimate of the formation state is thus obtained without additional, dedicated navigation sensors. 

The proposed distributed design optimizes both the computational effort spent by each agent for formation keeping and the achievable performance while retaining with higher fidelity the features of the problem like noisy, asynchronous measurement collection and clock synchronization between agents. The onboard implementability of the developed strategy is facilitated by utilizing library-free coding in an embedded system programming language. Furthermore, Monte Carlo analyses are performed to assess the robustness of the proposed formation-keeping loop.",2
"['Layla A. van Ellen', 'Monika Brandić Lipińska']",BIO-TRLs - Findings from Interdisciplinary Interviews on Projects using Biologically Active Materials and Organisms,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/87051/,87051,"The TRLs are a widely-used nine level scale to assess the maturity of a technology to be launched into space and in other engineering and design fields e.g. architectural engineering. TRLs are a valuable scale to understand advancements in readiness and development of research which is critical for transdisciplinary research. The nine levels were developed with the principle that technology is designed and fabricated on Earth before being launched into space. However, to reduce mission costs, researchers are also looking into designing space systems and materials which will be manufactured or grown in situ using living materials or organisms. Traditional inert materials being assembled by autonomous systems in space can be simulated on Earth in analogue environments, however, the behaviour of living materials or organisms cannot be accurately reproduced in analogue environments. Moreover, scaling-up biological elements is a limiting factor as well, as micro scale prototypes do not exhibit the same behaviour as macro scale systems.

Therefore, the relevance of the current TRLs for these new biomaterials and (living) organisms is limited. It is critical to have an appropriate readiness assessment for these novel materials and applications. This paper builds on a preliminary report on the development of an evolved TRLs scale for biologically active materials and organisms using a bespoke Interview Canvas to gather data. The paper presents data from a set of interviews with interdisciplinary researchers working on biological projects that spans different scale and technology readiness levels. The researchers shared data on the different stages of their research projects including the aim of each stage, the scale, the developments reached, and the methods used. In a few cases, the data was complemented by visual ecosystems and metabolisms maps showing the process of the projects throughout those stages and the relations between system components and larger systems. The data was analysed using triangulation, including superimposed diagrams, by a group of experts in the field of biologically active materials and organisms. The analysis resulted in a pathway to develop an evolved scale which sits alongside the existing TRLs, the BIO-TRLs - to assess the readiness of research in active biomaterials and organisms with a focus on space applications.",1
"['Laman Rustamzada', 'Ziya Ahmadli', 'Aytakin Jalilova']","Beyond Boundaries: “The Unreal Vision of Adaptable Habitats on Mars""","IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/83411/,83411,"Through the creation of humanity we always embraced the migratory lifestyle for different reasons. More or less for the same reasons we started exploring space and other planets. Hence we embark on the profound journey of exploring Mars, the innovative Movable Building Blocks concept emerges as a transformative solution, addressing the challenges posed by the planet's dynamic climate and the essential psychological needs of its future inhabitants. Moving beyond the apprehensions associated with Mars' extreme temperatures, high radiation levels, and unpredictable dust storms, this project champions a proactive, adaptable, and optimistic approach to the prospect of living on the Red Planet. Our proposal will carry all kinds of infrastructure and buildings from level of functional to functional and aesthetic.

At the core of our vision is the utilization of artificial intelligence to detect environmental challenges, employing smart monitoring tools in order to analyze the current situation of the environment and creating pleasant unreal vision for human beings. Because that might be a solid problem to adapt to an environment which is completely different from our nature and lifestyle on Earth.

However, our project extends beyond these practical considerations, acknowledging the profound impact of the Martian environment on human mental health. Immersive projection rooms within our movable structures serve as sanctuaries, addressing the psychological need for environmental variety. These spaces simulate diverse landscapes through video projections, incorporating real grass and green life. This deliberate effort not only fosters well-being during extended stays on Mars but also provides a tangible link to Earth's natural beauty, transcending the stark Martian landscape.

Envisioning a future on Mars, our concept introduces a futuristic spaceport designed to cater to the needs of space tourists and inhabitants. This central hub prioritizes sustainability in architectural design, incorporating eco-friendly materials, closed-loop systems, and energy-efficient solutions. The overarching goal is to create an unforgettable experience that transcends traditional space travel, emphasizing a harmonious coexistence with the extraterrestrial environment.

In conclusion, this comprehensive abstract posits that the idea of living on Mars should not evoke fear but should be embraced with optimism and innovation. The unreal nvision concept signifies more than just overcoming Martian challenges; it signifies redefining the boundaries of human resilience, exploration, and sustainability. As we strive to build adaptable habitats, we lay the foundation for a future where living on Mars is not only feasible but enriching—a testament to humanity's ability to thrive in diverse environments beyond Earth.",2
"['Giulia Gramigna', 'Eleonora Zenobi', 'Martina Rescigno', 'Antonella Lisi', 'Elisa Scatena', 'Costantino Del Gaudio', 'Mario Ledda']",Bone scaffolds in simulated microgravity: an experimental approach to assess cell response to a biomimetic microenvironment,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/90052/,90052,"Microgravity is a very harsh condition for biological systems, eliciting a negative outcome that needs to be critically assessed. Data collection, critical analysis and tailored countermeasures can effectively concur to plan safe long-term manned space missions for different gravity environments like the International Space Station (ISS), Moon, and Mars, being the current and the next scenarios of Space exploration. In this respect, tissue engineering can support the research in the field with the aim to collect more detailed results if using biomimetic scaffolds.
Focussing on trabecular bone tissue, which is exposed to a significant demineralization induced by weightlessness, this study presents the cell response to 3D printed scaffolds mimicking the microarchitecture of healthy and osteoporotic bones in simulated microgravity. Scaffold design is a key topic as the instructive role that it is expected to exert on cells by means of an appropriate three-dimensional microarchitecture can correctly support biological processes and lead to a more realistic output. Furthermore, composite replicas including β-tricalcium phosphate (β-TCP) to better reproduce bone composition were also assessed. Both physiologic and pathologic fabricated trabecular structures (4x4x4 mm3) were tested culturing the osteosarcoma cell line (SAOS2), as a bone model, in a rotary cell culture system (RCCS) at 40-45 rpm. The rotational speed of the RCCS was adjusted to compensate for cell sedimentation rates and to allow the correct positioning of the scaffolds within the bioreactor, which depends on their size, weight, and density.
Results are evaluated in terms of cell growth rate, cell cycle and metabolism analyses, alkaline phosphatase assay, and mRNA expression of osteoblast differentiation markers (AP, OPN, OCL, RUNX-2).
The proposed experimental approach can pave the way to the development of a refined protocol to investigate bone cell response to microgravity conditions. Biological data show that the scaffolds may support the osteogenic differentiation, being related to the bone-like architecture, underlining their biomimetic and bioactive potential.",3
['Ekaterina Gorbunova'],"Broadband LEO Constellation Design: stabilizing pre-computed traffic routing, multiple paths allocation, and link failure backpropagation","IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/87101/,87101,"This study has been conducted as a part of Bureau 1440 LEO constellation preliminary design phase. Bureau 1440 is a private space company that develops a global broadband service provided by its own LEO constellation. The principal objective of the study is to analyze the feasibility of pre-computed routing algorithms for intersatellite communication. The problem has been given much attention lately, however, our state-of-the-art analysis indicates that it does not provide sufficient grounds to make decisions on the level of a commercial project. Most theoretical publications are focused on optimization of end-to-end delays or jitter caused by the dynamic evolution of the intersatellite network topology, which is ascribed to connectivity violations due to hardware malfunctions. However, most intersatellite links break for natural and predictable reasons that can be pre-computed and scheduled, which allows enhancing the stability of traffic routing paths.

We have developed a high-fidelity simulator that allows modeling the orbital motion and attitude regimes of all constellation satellites, configuring each satellite in terms of the lasercom terminals, their position, installation matrix, and other characteristics possibly affecting intersatellite links. The model predicts the link loss because of sun blinding, upper and lower bounds on intersatellite distance, mechanical constraints for each terminal rotation angles, angular speed and acceleration, switching off for scheduled satellite orbit correction maneuvers. The model also takes into account the time required for reestablishing any link. Thus, we obtain a dynamic connectivity graph for which the routing problem can be solved as an optimization problem to minimize the systems latency given the throughput constraints. Priority can be given to the routes with a longer lifetime, thus decreasing the jitter in the system.

Extensive simulations have been run for constellation models comprising different satellite configurations and various connectivity patterns. The talk presents our comparative analysis of a number of routing algorithms we came across during the state-of-the art review and implemented in our simulator. To make the simulations more realistic, we introduced the reliability factor; thus, along with the predicted link loss we account for the occasional laser terminal or complete satellite malfunctions, which further degrade the connectivity graph. On such occasions, we found it instrumental to compute backup routes from each node, and execute the second-choice option when an unexpected failure occurs along the first-choice route. This latter option requires backpropagating the information of the link failure to every node that would normally use the failed link.",1
"['Vasilisa Latypova', 'Dmitry Pritykin']",Broadband LEO Constellation Service Scheduling: coexistence of global connectivity with GSO systems,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/87119/,87119,"The objective of the study is to design a satellite-to-user-terminal allocation algorithm that complies with the International Telecommunications Union (ITU) interference regulations. Non‐geostationary orbit (NGSO) and geostationary orbit (GSO) satellite networks share the same spectrum resources in several frequency bands. Regulations have been introduced by the ITU for NGSO operators to minimize the interference with both GSO space and ground segments. In Ku/Ka bands, Article 22 of the ITU Radio Regulations provides equivalent power flux-density (EPFD) limits for NGSO to protect GSO. The algorithm to determine whether these limits are met is specified in Recommendation ITU-R S.1503.

We have developed a high-fidelity simulator that allows modeling the orbital motion and attitude regimes of all satellites in a constellation, configuring each satellite in terms of the antennas it is equipped with, and taking into account beam management algorithms. We can compute the combined radiation from all visible constellation satellites — both from the main or side lobes of their antenna radiation patterns — in the direction of any possible location of a geostationary system ground receiver. The simulation results indicate zones on the Earth surface where the prescribed EPFD limits are not met by the system. For such zones, exclusion angles (the off-axis angle between the boresight of the antenna of the geostationary-satellite system receive station and the direction of the transmit station considered in the non-geostationary-satellite system) are introduced. It is then shown by simulations that allocating the problematic zones to those satellites that are not within the obtained exclusion angle bounds leads to admissible epfd estimates. It is thus clear that if the requirement of global coverage is imposed on the constellation, its orbital configuration should allow for double coverage of such zones that might suffer from the additional constraint of the satellite exclusion angle due to interference mitigation measures. 

The procedure we propose is not computationally intensive, easily adjustable for any configuration of satellite orbits and antenna radiation patterns. Examples are given to show how the proposed procedure is instrumental in composing a satellite-to-terminal allocation.",2
['Matthew Ziglar'],Certification of a Composite Habitat for Deep Space,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/86334/,86334,"Boeing has studied how to incorporate composite structures into long duration deep space habitats while maintaining the high level of safety required for human spaceflight. Composite structures in space applications has demonstrated the material's increased strength and decreased mass when compared to aerospace metallics. This paper defines the certification ground work and how it can be achieved in the near term. 

Boeing has experience designing, manufacturing, and flying composite structures in space, but there are additional technical and safety related challenges for incorporation into a pressurized crewed habitation module. Unique considerations for composite habitats are deep space radiation, micro-meteoroid orbital debris impacts, permeation rate, and low electrical/thermal conductivity. Damage threats and environmental effects are the primary focus areas.

Certification entails establishing requirements for a composite structure and demonstrating that the ‘as built’ structure meets those requirements.  Certification of composite crewed habitat have the same high-level requirements as composite passenger aircraft, with which Boeing has extensive experience. 

A path to certifying a composite habitat includes:
• Preliminary Design – materials selected with reliable producibility, built with controlled processes, and damage tolerant design properties used 
• Material and Manufacturing Process Controls – ensure material performance is repeatable 
• Life Cycle Survivability and Property Characterization - Define service environment threats and perform coupon testing to characterize NASA-STD-6016 properties (flammability, outgassing, fungus resistance, etc.)
• Damage Threat Assessment - based on operational concept for the vehicle from fabrication through end-of-life.
• Damage Tolerant Design Property Definition - developed by testing articles with varying types and levels of damage. Generates an impact damage protection plan (IDPP)
• Manufacturing Scale-Up – Tooling and manufacturing plans established, risk reduction activities executed. Full-scale verification article built, inspected, and destructively tested to evaluate quality. 
• Analysis Methodology Demonstration – demonstrate by analysis structure meets requirements with damage conditions defined in IDPP. 
• Full Scale Validation Testing - demonstration that production manufacturing process yields a part with performance consistent with analysis
• First Article Production - focus on Quality Assurance. Production documentation demonstrates requirements are met before part is released for flight

The certification of a composite habitat is not well worn, but is well understood.  Damage threats are unique but quantifiable through focused development.  Despite the perception of challenges to certify a crewed habitat structure, there are no preventative technical barriers.  The certification of a composite habitat will yield significant mass benefits enabling greater habitat capability and vehicle performance.",1
"['Zhaoqiu Wang', 'Kaige Wang', 'Aoyu Li', 'Yi Xiao', 'Taotao Ye', 'Jifeng Ma', 'Xiaoning Zhao']",CloudCFNet: Cascading Fusion Cloud Removal Network Based on Attention Mechanisms,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/84435/,84435,"Space remote sensing technology is developing rapidly and the demand for remote sensing data is increasing. Remote sensing images captured by spacecraft have been widely used in areas such as identification of building areas and monitoring of environmental changes. However, remote sensing images received by optical sensors are often interfered by clouds. The reflection and absorption of light by clouds reduces the resolution and contrast of remote sensing images. This interference makes surface information difficult to distinguish and affects the subsequent scenarios such as object detection and semantic segmentation. The cloud removal preprocessing is crucial in image analysis. Without the cloud removal step, the aerospace sensors do not take pictures to generate remote sensing images of the cloud removal until the clouds dissipate. The algorithm of cloud removal not only recovers  information, but also reduces the cost of cloud removal data collection and ensures the applicability of data.

The algorithms of existing remote sensing image cloud removal have flaws. Due to the simplified a priori assumptions and insufficient fitting ability of models, the reconstructed image will have distortion of color and texture features. Especially the image regions with thick cloud layers, existing methods have difficulties to ensure the continuity and color consistency of the recovered images. Meanwhile, deep neural networks have good generalization ability and strong fitting ability with the rapid development of artificial intelligence technology. The representative convolutional neural network and Transformer can learn the high-level semantic information of remote sensing images better. Compared with traditional machine learning methods, deep neural networks have stronger robustness and universality in complex cloud removal scenarios.

This paper reviews several traditional algorithms of cloud removal and related research works. The innovation of this paper is to design a cascading fusion cloud removal network for dense prediction with a Transformer architecture for the backbone network. Firstly, we redesigned the attention module of the backbone network, combining channel convolution attention and window self-attention to strengthen the interactivity between the adjacent windows. Secondly, we introduced feature fusion modules to the backbone network.  Semantic features are fused to reorganize the connections between different scales and reconstruct new pixels in the cloud region at each layer of the cascade. Through comparison experiments on thin and thick cloud datasets, the performance of our proposed cascade fusion cloud removal network is better than other cloud removal algorithms. And we verified the effectiveness of the proposed method through visualization and analysis.",1
['YOONHO SONG'],Conceptual Design and Fabrication of 400 N-class Multi-hole Pintle GCH4/LOx Injector,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/84614/,84614,"The development of rocket propulsion systems using gaseous methane and liquid oxygen as propellants is of great interest for various aerospace applications, due to their high performance, low cost, and environmental benefits. However, the design and fabrication of such systems pose significant challenges, especially in terms of achieving efficient and stable combustion. One of the key components that affects the combustion performance is the injector, which delivers and mixes the propellants in the combustion chamber. Among various types of injectors, the pintle injector has been proven to be an effective and robust solution, as it can provide good mixing, high thrust-to-weight ratio, and wide throttling range. The pintle injector consists of a central pintle surrounded by an annular orifice, creating a radial jet of one propellant and an axial jet of the other. The geometry and configuration of the pintle injector can be adjusted to optimize the mixing and combustion characteristics for different operating conditions and propellant combinations. In this paper, we present the conceptual design and fabrication of a 400 N-class multi-hole pintle injector for a methane-oxygen rocket engine. The design methodology is based on empirical correlations, and analytical models,  taking into account the thermodynamic, fluid dynamic, and structural aspects of the injector. The design parameters include the number, size, and arrangement of the orifices, the recess length of the pintle tip, the injection angle, and the injection pressure. The fabrication process involves various machining techniques, such as wiring, drilling, and tapping, as well as quality inspections, such as dimensional measurement, surface roughness measurement, and leak test. This work contributes to the ongoing research and development of efficient and reliable propulsion systems using methane and oxygen as propellants. The pintle injector designed and fabricated in this study has potential applications in various aerospace contexts, such as reusable launch vehicles, upper stage engines, and lunar landers. Future work will focus on optimizing the pintle injector design for specific mission requirements and validating its performance through cold-flow and combustion tests",4
"['Basel Omran', 'Michael Bazzocchi']",Constellation Design for Space-based Solar Power Planar Satellite Arrays,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/91228/,91228,"With the growing global energy demand, amid escalating concerns about climate change and the limitations of existing renewable energy alternatives, the concept of space-based solar power has been considerably researched for terrestrial power generation. Particularly, significant advancements in wireless power transmission along with decreasing launch costs have improved the viability of space-based solar power concepts. As a result, several modular space-based solar power systems have been proposed over the last decade, with considerable investigation into the planar sandwich configuration. The planar sandwich configuration has led to several advantages compared to historical systems in terms of streamlined manufacturability, reduced system mass, and enhanced stowability within launch vehicles. However, it has simultaneously introduced unique challenges to the orbital and attitude design, chief among which are the intrinsic coupling of solar collection and power beaming on opposing sides of flat planes. Furthermore, the motivation for continuous, dispatchable, and distributed power to various locations around the globe requires an optimal constellation design of the modular planar sandwich satellite arrays. However, the Earth’s rotation, the Sun’s movement in the ecliptic plane, and the orbital precession due to the Earth’s oblateness cause a continuous change of the relative constellation geometry, and render the constellation design an optimization problem. Therefore, this paper develops an optimization approach using a constrained genetic algorithm to maximize the daily average power delivery, while ensuring continuous and distributed power to multiple locations on the ground. The design variables for the optimization include the constellation parameters, such as the number of orbital planes, the number of satellite arrays in each orbital plane, the phasing parameters between the satellite arrays in adjacent planes, as well as the ground station locations. A dynamic model of the nonlinear coupled orbital-attitude motion is incorporated into the optimization, including the gravitational effect of Earth’s oblateness. Numerical simulations are performed to verify the effectiveness of the proposed optimization approach in highly-inclined, elliptical orbits, such as Molniya and elliptical Sun-Synchronous orbits, with a comprehensive analysis of the power-beaming constraints including the minimum elevation angle and the maximum allowable power-beaming squint angle performed using Monte Carlo methods. The proposed methodology provides a framework for evaluation and design of optimal constellations for space-based solar power systems, which is demonstrated through case studies using specific highly-included, elliptical orbits. The optimal constellation results for the case studies are presented and discussed, with consideration of the sensitivity to the design constraints.",1
"['Ceyda Yarımbatman', 'Ceyhun Tola']",Construction of a Surrogate Model for Aerodynamic Coefficients of a Generic Hypersonic Micro Launcher,"IAC 2024 congress proceedings, 75th  International Astronautical Congress (IAC),  Milan, Italy",2024,https://dl.iafastro.directory./event/IAC-2024/paper/90160/,90160,"In recent years, there has been a remarkable surge in launch demand, necessitating faster and more frequent launches with closely scheduled dates. This uptick in demand has underscored the importance of adopting modular, smaller launcher rockets within the new space industry for satellite and specific mission-required spacecraft operators. Similar to rapidly launched rockets and schedules, the demand for faster vehicles capable of operating in the hypersonic region has grown substantially. This trend adds significant value to the new space sector. These trends have not only accelerated access to space but have also opened new avenues for reaching further orbits and undertaking interplanetary missions. Hypersonic launch vehicles play a pivotal role in advancing space exploration due to their unprecedented speed and maneuverability. They promise to revolutionize satellite deployment, enabling quicker access to space and more efficient orbit adjustments. Additionally, their potential for rapid response and high precision makes them invaluable assets for orbital injection and payload exact separation strategies in an increasingly dynamic in-orbit environment. Hypersonic micro launchers hold significant potential for all these missions.
During the preliminary design of a hypersonic launch vehicle, estimation of aerodynamic coefficients in a fast and accurate manner is critical. Determining the variation of these coefficients concerning different geometric configurations is important, as they are directly used to perform preliminary flight dynamics simulations.
This paper investigates the variation of aerodynamic coefficients with respect to different geometric configurations using the response surface method for a hypersonic micro-launcher cruising at Mach 8. Construction of a response surface requires performing many different analyses. To expedite the process, Missile Datcom is utilized to estimate the aerodynamic coefficients for each geometric configuration. The analysis encompasses the examination of various nose models and body structures to elucidate the most effective design considerations for hypersonic missions.",2
